brokertitle,type,beds,bath,propertysqft,address,state,main_address,administrative_area_level_2,locality,sublocality,street_name,long_name,formatted_address,latitude,longitude,price
Brokered by Keller Williams NYC,Co-op for sale,1,1.0,2184.207862,750 Kappock St Apt 502,"Bronx, NY 10463","750 Kappock St Apt 502Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,750,"750 Kappock St Apt 502, Bronx, NY 10463, USA",40.8819467,-73.9200169,262500
Brokered by Century Homes Realty Group LLC,House for sale,3,3.0,1696.0,9-22 119th St,"College Point, NY 11356","9-22 119th StCollege Point, NY 11356",United States,New York,Queens County,Queens,119th Street,"9-22 119th St, Flushing, NY 11356, USA",40.788704,-73.84908,1288000
Brokered by EXIT REALTY CENTRAL,Multi-family home for sale,7,5.0,2184.207862,158 Stockholm St,"Brooklyn, NY 11237","158 Stockholm StBrooklyn, NY 11237",United States,New York,Kings County,Brooklyn,Stockholm Street,"158 Stockholm St, Brooklyn, NY 11237, USA",40.6992565,-73.9227784,2225000
Brokered by Re/Max In The City,Co-op for sale,3,1.0,507.0,4295 Webster Ave Apt 6K,"Bronx, NY 10470","4295 Webster Ave Apt 6KBronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,4295,"4295 Webster Ave #6k, Bronx, NY 10470, USA",40.8992144,-73.8624103,140000
Brokered by COMPASS,Condo for sale,1,2.0,910.0,29 W 85th St Unit 1,"Manhattan, NY 10024","29 W 85th St Unit 1Manhattan, NY 10024",New York,New York County,New York,Manhattan,29,"29 W 85th St # 1, New York, NY 10024, USA",40.7852077,-73.9706676,1995000
Brokered by RE/MAX Opulent,Co-op for sale,2,1.0,600.0,2962 Decatur Ave Apt 1C,"Bronx, NY 10458","2962 Decatur Ave Apt 1CBronx, NY 10458",New York,Bronx County,The Bronx,West Bronx,2962,"2962 Decatur Ave #1c, Bronx, NY 10458, USA",40.8683656,-73.8832093,120000
Brokered by E Realty International Corp,Multi-family home for sale,8,7.0,2184.207862,71-60 163rd St,"Fresh Meadows, NY 11365","71-60 163rd StFresh Meadows, NY 11365",United States,New York,Queens County,Queens,163rd Street,"71-60 163rd St, Flushing, NY 11365, USA",40.7286837,-73.8065818,1960000
Brokered by Madison Estates Sotheby's International Realty,Pending,6,2.3738608579684373,4500.0,1694 54th St,"Brooklyn, NY 11204","1694 54th StBrooklyn, NY 11204",United States,New York,Kings County,Brooklyn,54th Street,"1694 54th St, Brooklyn, NY 11204, USA",40.6266809,-73.9862742,2499000
Brokered by B Square Realty,Multi-family home for sale,5,3.0,2184.207862,507 127th St,"College Point, NY 11356","507 127th StCollege Point, NY 11356",United States,New York,Queens County,Queens,127th Street,"507 127th St, Flushing, NY 11356, USA",40.7922364,-73.8405165,1090000
Brokered by qvtopservice,House for sale,3,1.0,4000.0,188-28 114th Dr,"Saint Albans, NY 11412","188-28 114th DrSaint Albans, NY 11412",United States,New York,Queens County,Queens,114th Drive,"188-28 114th Dr, Jamaica, NY 11412, USA",40.6969277,-73.7655056,699000
Brokered by Skylight Real Estate Consultan,Multi-family home for sale,6,3.0,2184.207862,136 E 87th St,"Brooklyn, NY 11236","136 E 87th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 87th Street,"136 E 87th St, Brooklyn, NY 11236, USA",40.6489264,-73.9197127,950000
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,1,1.0,800.0,510 Ocean Pkwy Apt 4D,"Kensington, NY 11218","510 Ocean Pkwy Apt 4DKensington, NY 11218",United States,New York,Kings County,Brooklyn,Ocean Parkway,"510 Ocean Pkwy, Brooklyn, NY 11218, USA",40.6358249,-73.973308,349000
"Brokered by Grandeur Realty, Inc.",House for sale,1,1.0,3536.0,314 W 138th St,"New York, NY 10030","314 W 138th StNew York, NY 10030",United States,New York,New York County,New York,West 138th Street,"314 W 138th St, New York, NY 10030, USA",40.8186279,-73.9460737,1680000
Brokered by Chous Realty Group Inc,Co-op for sale,1,1.0,850.0,68-09 138th St Unit 2B,"Flushing, NY 11367","68-09 138th St Unit 2BFlushing, NY 11367",New York,Queens County,Queens,Flushing,68-09,"68-09 138th St #2b, Flushing, NY 11367, USA",40.7313319,-73.8284665,299000
Brokered by COMPASS,Co-op for sale,3,3.0,2184.207862,336 W End Ave Unit 17AF,"Manhattan, NY 10023","336 W End Ave Unit 17AFManhattan, NY 10023",New York,New York County,New York,Manhattan,336,"336 West End Ave #17a, New York, NY 10023, USA",40.7821377,-73.9824061,2500000
Brokered by Wilk Real Estate I Llc,House for sale,7,2.0,2184.207862,1016 Gravesend Neck Rd,"Brooklyn, NY 11223","1016 Gravesend Neck RdBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,Gravesend Neck Road,"1016 Gravesend Neck Rd, Brooklyn, NY 11223, USA",40.5943151,-73.9602134,1389000
Brokered by Home Global Realty,Multi-family home for sale,4,3.0,2184.207862,21 Adler Pl,"Brooklyn, NY 11208","21 Adler PlBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Adler Place,"21 Adler Pl, Brooklyn, NY 11208, USA",40.6850983,-73.8717463,890000
"Brokered by Compass Greater Ny, Llc",Multi-family home for sale,3,2.0,2520.0,1801 Avenue W,"Brooklyn, NY 11229","1801 Avenue WBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,Avenue L,"1801 Avenue L, Brooklyn, NY 11230, USA",40.620978,-73.957202,1388000
Brokered by Wonica REALTORS & Appraisers,House for sale,4,1.0,960.0,305 S Greenleaf Ave,"Staten Island, NY 10314","305 S Greenleaf AveStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,South Greenleaf Avenue,"305 S Greenleaf Ave, Staten Island, NY 10314, USA",40.6163157,-74.1248333,728900
Brokered by EXP Realty,Co-op for sale,1,1.0,2184.207862,34-40 79th St Unit 1G,"Jackson Heights, NY 11372","34-40 79th St Unit 1GJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,34-40,"34-40 79th St #1b, Queens, NY 11372, USA",40.7522642,-73.8878675,338000
Brokered by Corcoran East Side,Pending,2,2.0,955.0,313 W 118th St Apt 3D,"New York, NY 10026","313 W 118th St Apt 3DNew York, NY 10026",New York,New York County,New York,Manhattan,313,"313 W 118th St #3d, New York, NY 10026, USA",40.8061576,-73.9550949,1075000
Brokered by Brown Harris Stevens,Condo for sale,1,1.0,638.0,250 E 30th St Apt 6B,"Manhattan, NY 10016","250 E 30th St Apt 6BManhattan, NY 10016",New York,New York County,New York,Manhattan,250,"250 E 30th St #6b, New York, NY 10016, USA",40.7422824,-73.9781111,779000
Brokered by Corcoran Brooklyn Heights,Pending,3,1.0,2184.207862,100 Remsen St Apt 1E,"Brooklyn, NY 11201","100 Remsen St Apt 1EBrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,100,"100 Remsen St #1e, Brooklyn, NY 11201, USA",40.6939582,-73.9943695,225000
Brokered by COMPASS,Co-op for sale,1,1.0,800.0,205 W 95th St Apt 3B,"Manhattan, NY 10025","205 W 95th St Apt 3BManhattan, NY 10025",New York,New York County,New York,Manhattan,205,"205 W 95th St #3b, New York, NY 10025, USA",40.7938201,-73.9713411,735000
Brokered by Corcoran Bedford Stuyvesant,Multi-family home for sale,6,2.0,2184.207862,1179 Lincoln Pl,"Brooklyn, NY 11213","1179 Lincoln PlBrooklyn, NY 11213",United States,New York,Kings County,Brooklyn,Lincoln Place,"1179 Lincoln Pl, Brooklyn, NY 11213, USA",40.6702558,-73.9375206,1350000
Brokered by E House Realty & Mgt. Inc.,Condo for sale,1,1.0,721.0,18 Eldridge St Apt 2B,"New York, NY 10002","18 Eldridge St Apt 2BNew York, NY 10002",New York,New York County,New York,Manhattan,18,"18 Eldridge St #2b, New York, NY 10002, USA",40.7148425,-73.9934391,698000
Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,2,2.0,2184.207862,78-18 74th St,"Glendale, NY 11385","78-18 74th StGlendale, NY 11385",United States,New York,Queens County,Queens,74th Street,"78-18 74th St, Flushing, NY 11385, USA",40.7037872,-73.8752532,699000
"Brokered by Robert Defalco Realty, Inc.",House for sale,3,2.0,1232.0,40 Bunnell Ct Unit A,"Staten Island, NY 10312","40 Bunnell Ct Unit AStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Bunnell Court,"40 Bunnell Ct, Staten Island, NY 10312, USA",40.5527401,-74.1995549,499900
"Brokered by Fillmore Real Estate Fusion Team, INC.",Co-op for sale,1,1.0,831.0,2166 Bronx Park E Apt 5J,"Bronx, NY 10462","2166 Bronx Park E Apt 5JBronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,2166,"2166 Bronx Pk E #5j, Bronx, NY 10462, USA",40.8552565,-73.8693804,183000
Brokered by Anthony T Crews Real Estate LLC,House for sale,4,2.0,1604.0,190 Crystal St,"Brooklyn, NY 11208","190 Crystal StBrooklyn, NY 11208",United States,New York,Kings County,Brooklyn,Crystal Street,"190 Crystal St, Brooklyn, NY 11208, USA",40.6740009,-73.8743074,575000
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Multi-family home for sale,6,3.0,2184.207862,86-30 91st St,"Woodhaven, NY 11421","86-30 91st StWoodhaven, NY 11421",United States,New York,Queens County,Queens,91st Street,"86-30 91st St, Jamaica, NY 11421, USA",40.6943555,-73.8543804,1200000
Brokered by RE MAX Distinguished Homes & Properties,Multi-family home for sale,8,5.0,3252.0,855 E 223rd St,"Bronx, NY 10466","855 E 223rd StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 223rd Street,"855 E 223rd St, Bronx, NY 10466, USA",40.8850441,-73.8562999,989000
Brokered by Skylux Realty,Multi-family home for sale,4,3.0,2184.207862,25-02 169th St,"Flushing, NY 11358","25-02 169th StFlushing, NY 11358",United States,New York,Queens County,Queens,169th Street,"25-02 169th St, Flushing, NY 11358, USA",40.774158,-73.7957477,1388000
"Brokered by Annkey Realty, Inc.",Multi-family home for sale,6,3.0,2202.0,860 E 232nd St,"Bronx, NY 10466","860 E 232nd StBronx, NY 10466",United States,New York,Bronx County,The Bronx,East 232nd Street,"860 E 232nd St, Bronx, NY 10466, USA",40.8909806,-73.8528183,800000
Brokered by COMPASS,Condo for sale,3,4.0,2472.0,52 Convent Ave Unit 1C,"Manhattan, NY 10027","52 Convent Ave Unit 1CManhattan, NY 10027",New York,New York County,New York,Manhattan,52,"52 Convent Ave #1c, New York, NY 10027, USA",40.8150812,-73.9533178,1395000
Brokered by Corcoran Chelsea/Flatiron,For sale,2,1.0,2184.207862,12 W 107th St Apt 2B,"New York, NY 10025","12 W 107th St Apt 2BNew York, NY 10025",New York,New York County,New York,Manhattan,12,"12 W 107th St #2b, New York, NY 10025, USA",40.7989043,-73.9604812,325000
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,3,1.0,540.0,9 Dekalb Ave Unit 54E,"Brooklyn, NY 11201","9 Dekalb Ave Unit 54EBrooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,9,"9 Dekalb Ave #54, Brooklyn, NY 11201, USA",40.6903851,-73.9825343,965000
Brokered by Vantage Realty Partners,Multi-family home for sale,6,3.0,2184.207862,694 Ashford St,"Brooklyn, NY 11207","694 Ashford StBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Ashford Street,"694 Ashford St, Brooklyn, NY 11207, USA",40.6648825,-73.8826911,681000
Brokered by EXP Realty,Co-op for sale,2,1.0,2184.207862,66-36 Yellowstone Blvd Unit 22B,"Forest Hills, NY 11375","66-36 Yellowstone Blvd Unit 22BForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6636,"6636 Yellowstone Blvd Apt 22f, Forest Hills, NY 11375, USA",40.7291499,-73.84944,480000
Brokered by Corcoran Brooklyn Heights,Townhouse for sale,4,2.3738608579684373,3800.0,76 S 2nd St,"Brooklyn, NY 11249","76 S 2nd StBrooklyn, NY 11249",United States,New York,Kings County,Brooklyn,South 2nd Street,"76 S 2nd St, Brooklyn, NY 11249, USA",40.7140917,-73.9647828,4950000
Brokered by Aida Home Realty,Multi-family home for sale,7,5.0,2184.207862,153-41 Sapphire St,"Howard Beach, NY 11414","153-41 Sapphire StHoward Beach, NY 11414",United States,New York,Queens County,Queens,Sapphire Street,"153-41 Sapphire St, Jamaica, NY 11414, USA",40.6642913,-73.8554975,995000
Brokered by EXIT REALTY FIRST CHOICE,Townhouse for sale,2,1.0,1056.0,102-57 62nd Dr,"Forest Hills, NY 11375","102-57 62nd DrForest Hills, NY 11375",United States,New York,Queens County,Queens,62nd Drive,"102-57 62nd Dr, Flushing, NY 11375, USA",40.7351177,-73.8536109,889000
Brokered by HIGH CLASS REALTY SB LLC.,House for sale,5,2.0,2690.0,79 Dover St,"Brooklyn, NY 11235","79 Dover StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Dover Street,"79 Dover St, Brooklyn, NY 11235, USA",40.5801404,-73.9494604,2700000
Brokered by Century 21 Realty First,Multi-family home for sale,12,2.3738608579684373,5670.0,2361 81st St,"Brooklyn, NY 11214","2361 81st StBrooklyn, NY 11214",11214,United States,New York,Kings County,81st Street,"2361 81st St, Brooklyn, NY 11214, USA",40.602654,-73.9869399,2250000
Brokered by COMPASS,Co-op for sale,3,2.0,4200.0,17 White St Apt 3B,"Manhattan, NY 10013","17 White St Apt 3BManhattan, NY 10013",New York,New York County,New York,Manhattan,17,"17 White St #3b, New York, NY 10013, USA",40.7190306,-74.0054491,5995000
Brokered by RE MAX Real Estate Professionals,Multi-family home for sale,3,2.0,2184.207862,457 Van Sicklen St,"Brooklyn, NY 11223","457 Van Sicklen StBrooklyn, NY 11223",United States,New York,Kings County,Brooklyn,Van Sicklen Street,"457 Van Sicklen St, Brooklyn, NY 11223, USA",40.5931071,-73.9753582,750000
Brokered by Corcoran Park Slope,House for sale,3,2.0,2184.207862,3883 Bedford Ave,"Brooklyn, NY 11229","3883 Bedford AveBrooklyn, NY 11229",United States,New York,Kings County,Brooklyn,Bedford Avenue,"3883 Bedford Ave, Brooklyn, NY 11229, USA",40.6074439,-73.9477154,1300000
"Brokered by Robert Defalco Realty, Inc.",Contingent,6,6.0,3219.0,111 Highland Rd,"Staten Island, NY 10308","111 Highland RdStaten Island, NY 10308",United States,New York,Richmond County,Staten Island,Highland Road,"111 Highland Rd, Staten Island, NY 10308, USA",40.549134,-74.142459,1099000
Brokered by Diamond Real Inc,Co-op for sale,2,1.0,1100.0,2 W End Ave Unit L4,"Brooklyn, NY 11235","2 W End Ave Unit L4Brooklyn, NY 11235",New York,Kings County,Brooklyn,Manhattan Beach,2,"2 West End Ave Apt 4l, Brooklyn, NY 11235, USA",40.5813269,-73.9541649,519000
Brokered by Coldwell Banker American Homes,House for sale,2,1.0,2184.207862,320C Beach 101st St,"Rockaway Park, NY 11694","320C Beach 101st StRockaway Park, NY 11694",United States,New York,Queens County,Queens,Beach 101st Street,"320 Beach 101st St, Rockaway Park, NY 11694, USA",40.5853532,-73.8227113,399999
Brokered by Corcoran Brooklyn Heights,Multi-family home for sale,6,3.0,2184.207862,108 Willow St,"Brooklyn, NY 11201","108 Willow StBrooklyn, NY 11201",United States,New York,Kings County,Brooklyn,Willow Street,"108 Willow St, Brooklyn, NY 11201, USA",40.697795,-73.995861,6999000
Brokered by RE MAX Edge,House for sale,5,2.0,1974.0,1646 E 54th St,"Brooklyn, NY 11234","1646 E 54th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 54th Street,"1646 E 54th St, Brooklyn, NY 11234, USA",40.6174718,-73.9231114,875000
Brokered by Douglas Elliman  -111 Fifth Ave,Multi-family home for sale,5,2.0,2184.207862,544 Madison St,"Brooklyn, NY 11221","544 Madison StBrooklyn, NY 11221",United States,New York,Kings County,Brooklyn,Madison Street,"544 Madison St, Brooklyn, NY 11221, USA",40.6862289,-73.9364224,995000
Brokered by E Realty International Corp,Condo for sale,1,1.0,559.0,132-18 Avery Ave Unit 3D,"Flushing, NY 11355","132-18 Avery Ave Unit 3DFlushing, NY 11355",New York,Queens County,Queens,Flushing,13218,"13218 Avery Ave #3d, Flushing, NY 11355, USA",40.7523131,-73.8324302,409000
"Brokered by Nest Seekers International, Midtown",Condo for sale,4,2.0,2183.0,201 W 17th St Ph F,"New York, NY 10011","201 W 17th St Ph FNew York, NY 10011",United States,New York,New York County,New York,West 17th Street,"201 W 17th St, New York, NY 10011, USA",40.7408109,-73.998475,5100000
Brokered by ATLANTIC PROPERTIES REALTY INC,House for sale,3,2.3738608579684373,2184.207862,3026 Brighton 7th St,"Brooklyn, NY 11235","3026 Brighton 7th StBrooklyn, NY 11235",United States,New York,Kings County,Brooklyn,Brighton 7th Street,"3026 Brighton 7th St., Brooklyn, NY 11235, USA",40.5791234,-73.9613152,1175000
Brokered by Serhant,Condo for sale,2,1.0,1107.0,61 N Henry St Fl 4,"Brooklyn, NY 11222","61 N Henry St Fl 4Brooklyn, NY 11222",New York,Kings County,Brooklyn,Greenpoint,61,"61 N Henry St Fl 4, Brooklyn, NY 11222, USA",40.7213959,-73.9430921,1465000
Brokered by Tri State Han Mi Realty Inc,Condo for sale,2,2.0,1030.0,147-48 Roosevelt Ave Unit 2C,"Flushing, NY 11354","147-48 Roosevelt Ave Unit 2CFlushing, NY 11354",New York,Queens County,Queens,Flushing,147-48,"147-48 Roosevelt Ave #2c, Flushing, NY 11354, USA",40.7627559,-73.8168695,699000
Brokered by TALK OF THE TOWN REALTY C,House for sale,4,3.0,3510.0,2634 National Dr,"Brooklyn, NY 11234","2634 National DrBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,National Drive,"2634 National Dr, Brooklyn, NY 11234, USA",40.6063914,-73.9020181,2599000
Brokered by Keller Williams Rlty Landmark,Multi-family home for sale,12,6.0,2184.207862,18-29 George St,"Ridgewood, NY 11385","18-29 George StRidgewood, NY 11385",United States,New York,Queens County,Queens,George Street,"18-29 George St, Flushing, NY 11385, USA",40.7000145,-73.9010076,950000
Brokered by RE MAX Real Estate Professionals,House for sale,3,2.0,1650.0,1139 72nd St,"Brooklyn, NY 11228","1139 72nd StBrooklyn, NY 11228",United States,New York,Kings County,Brooklyn,72nd Street,"1139 72nd St, Brooklyn, NY 11228, USA",40.6242186,-74.0088847,1525000
Brokered by COMPASS,Co-op for sale,1,1.0,2184.207862,152 E 83rd St Apt 3D,"Manhattan, NY 10028","152 E 83rd St Apt 3DManhattan, NY 10028",New York,New York County,New York,Manhattan,152,"152 E 83rd St #3d, New York, NY 10028, USA",40.777093,-73.956552,450000
Brokered by Goldstone N Y Realty Llc,Co-op for sale,2,1.0,2184.207862,150-20 72 Rd Unit 6A,"Flushing, NY 11367","150-20 72 Rd Unit 6AFlushing, NY 11367",New York,Queens County,Queens,Flushing,150-20,"150-20 72nd Rd #6a, Flushing, NY 11367, USA",40.7272797,-73.8163427,338000
Brokered by Coldwell Banker Warburg,Condo for sale,3,4.0,4412.0,45 E 30th St # B,"New York, NY 10016","45 E 30th St # BNew York, NY 10016",United States,New York,New York County,New York,East 30th Street,"45 E 30th St, New York, NY 10016, USA",40.7449246,-73.9836051,7995000
Brokered by Corcoran Chelsea/Flatiron,Co-op for sale,1,1.0,2184.207862,225 W 25th St Apt 3F,"New York, NY 10001","225 W 25th St Apt 3FNew York, NY 10001",New York,New York County,New York,Manhattan,225,"225 W 25th St #3f, New York, NY 10001, USA",40.7459915,-73.9956777,875000
Brokered by EXIT REALTY PRIME,Co-op for sale,3,1.0,2184.207862,155-01 90 Ave Unit 6E,"Jamaica, NY 11432","155-01 90 Ave Unit 6EJamaica, NY 11432",New York,Queens County,Queens,Jamaica,155-01,"155-01 90th Ave #6e, Jamaica, NY 11432, USA",40.7048447,-73.8022389,142500
Brokered by EXP Realty,Co-op for sale,2,1.0,2184.207862,67-66 108th St Units B & 65,"Forest Hills, NY 11375","67-66 108th St Units B & 65Forest Hills, NY 11375",United States,New York,Queens County,Queens,108th Street,"67-66 108th St, Forest Hills, NY 11375, USA",40.7272034,-73.8471901,388000
Brokered by COMPASS,Co-op for sale,2,2.0,2184.207862,425 W 24th St Apt 1E,"Manhattan, NY 10011","425 W 24th St Apt 1EManhattan, NY 10011",New York,New York County,New York,Manhattan,425,"425 W 24th St #1a, New York, NY 10011, USA",40.747844,-74.00189,995000
Brokered by Corcoran East Side,Condo for sale,4,2.0,1847.0,375 W 123rd St # 7B,"New York, NY 10027","375 W 123rd St # 7BNew York, NY 10027",New York,New York County,New York,Manhattan,375,"375 W 123rd St #7b, New York, NY 10027, USA",40.8101077,-73.9546373,2350000
